chr	pos	ref_base	strand	mod	WT2_depth	WT2_basecall_accuracy	WT2_mod_freq	WT2_mod_prob	KOM3_depth	KOM3_basecall_accuracy	KOM3_mod_freq	KOM3_mod_prob	WT1_depth	WT1_basecall_accuracy	WT1_mod_freq	WT1_mod_prob	KOM14_depth	KOM14_basecall_accuracy	KOM14_mod_freq	KOM14_mod_prob
chr10	81325788	A	+	m6A	84	0.976	0.274	0.767	31	1	0.161	0.7	25	1	0.36	0.9	44	1	0.205	0.767
chr10	81326060	A	+	m6A	162	0.988	0.21	0.717	86	1	0.279	0.8	53	1	0.302	0.733	83	0.988	0.229	0.667
chr10	81326146	A	+	m6A	144	0.979	0.201	0.667	76	0.987	0.079	0.567	45	0.956	0.2	0.6	79	0.987	0.139	0.633
chr10	81326182	A	+	m6A	150	0.967	0.173	0.783	80	0.975	0.163	0.7	49	0.959	0.204	0.733	75	0.973	0.227	0.767
chr10	81346090	A	-	m6A	187	1	0.326	0.8	110	1	0.055	0.8	84	1	0.405	0.75	97	0.99	0.124	0.817
chr10	81346257	A	-	m6A	209	1	0.239	0.733	123	1	0.041	0.867	92	0.967	0.174	0.833	115	1	0.104	0.833
chr10	81346601	A	-	m6A	103	0.99	0.126	0.767	37	1	0	NA	44	0.932	0.068	0.733	58	0.966	0.103	0.6
chr10	81346659	A	-	m6A	92	1	0.109	0.8	31	1	0	NA	35	1	0.057	0.933	53	1	0.075	0.667
chr10	81367220	A	-	m6A	256	0.961	0.082	0.633	97	0.948	0	NA	61	0.984	0.082	0.767	106	0.972	0.028	0.567
chr10	81367279	A	-	m6A	174	0.96	0.144	0.667	59	0.983	0.051	0.767	40	1	0.1	0.617	72	0.972	0.111	0.75
chr10	81367317	A	-	m6A	137	0.956	0.35	0.783	50	0.96	0.28	0.783	32	1	0.375	0.867	58	0.983	0.276	0.75
chr10	81486570	A	-	m6A	255	0.961	0.059	0.7	161	0.981	0.012	0.867	119	0.966	0.059	0.667	156	0.955	0.038	0.633
chr10	81591066	A	-	m6A	56	1	0.196	0.8	28	1	0.036	0.533	26	1	0.115	0.9	26	1	0.038	0.6
chr10	83762076	A	+	m6A	71	1	0.296	0.767	37	1	0.108	0.8	31	1	0.258	0.767	58	1	0.172	0.783
chr10	84727078	A	+	m6A	113	1	0.071	0.783	72	1	0	NA	51	1	0.157	0.733	68	1	0.059	0.633
chr10	85888943	A	+	m6A	87	0.989	0.138	0.817	34	1	0.029	0.633	28	0.964	0.107	0.567	66	0.97	0.015	0.533
chr10	85892067	A	-	m6A	78	0.974	0.359	0.867	60	1	0.2	0.85	35	1	0.343	0.883	59	0.983	0.203	0.833
chr10	85938954	A	-	m6A	402	0.975	0.092	0.867	170	0.988	0.024	0.8	119	0.983	0.092	0.867	180	0.978	0.039	0.933
chr10	85938976	A	-	m6A	378	0.984	0.5	0.8	163	0.994	0.196	0.8	113	0.982	0.611	0.867	182	0.995	0.324	0.833
chr10	86691033	A	-	m6A	1313	0.931	0.085	0.667	668	0.937	0.018	0.65	538	0.948	0.084	0.733	805	0.94	0.022	0.667
chr10	88746767	A	-	m6A	232	0.996	0.297	0.8	75	1	0.093	0.8	64	0.984	0.406	0.8	124	1	0.137	0.867
chr10	88746923	A	-	m6A	187	0.968	0.193	0.733	58	0.983	0.034	0.683	52	0.962	0.192	0.667	96	0.979	0.052	0.867
chr10	91116944	A	-	m6A	2147	0.981	0.365	0.767	1219	0.99	0.124	0.767	889	0.979	0.362	0.767	1448	0.985	0.171	0.767
chr10	91149225	A	-	m6A	243	0.984	0.078	0.767	101	0.95	0.03	0.833	94	0.936	0.096	0.7	128	0.992	0.023	0.733
chr10	91149305	A	-	m6A	243	0.914	0.243	0.767	96	0.948	0.062	0.75	94	0.883	0.298	0.717	130	0.908	0.154	0.767
chr10	93861161	A	-	m6A	447	0.998	0.076	0.65	231	1	0.017	0.85	164	1	0.067	0.767	239	0.996	0.021	0.767
chr10	93861249	A	-	m6A	373	0.973	0.172	0.867	149	0.98	0.067	0.617	122	0.975	0.23	0.867	192	0.995	0.115	0.9
chr10	95547369	A	-	m6A	419	0.967	0.084	0.867	282	0.982	0.007	0.783	185	0.973	0.092	0.867	226	0.991	0.004	0.533
chr10	95547597	A	-	m6A	137	0.985	0.051	0.6	40	1	0	NA	38	1	0.053	0.683	57	1	0	NA
chr10	105847201	A	+	m6A	97	0.907	0.278	0.767	67	0.985	0.179	0.833	26	0.885	0.385	0.8	97	0.959	0.165	0.767
chr10	116485379	A	-	m6A	123	0.967	0.195	0.817	78	0.987	0.026	0.817	50	1	0.18	0.833	80	0.988	0.075	0.883
chr10	116485404	A	-	m6A	113	0.991	0.08	0.6	67	1	0.03	0.733	48	0.958	0.125	0.617	75	0.987	0.067	0.533
chr10	117689270	A	-	m6A	165	0.976	0.109	0.667	37	0.973	0	NA	46	1	0.065	0.633	134	0.985	0.045	0.733
chr10	119202991	A	-	m6A	408	0.961	0.172	0.767	194	0.974	0.098	0.8	152	0.941	0.151	0.767	273	0.945	0.088	0.667
chr10	120083672	A	-	m6A	75	1	0.093	0.733	36	1	0	NA	39	1	0.179	0.7	65	1	0.077	0.9
chr10	120231303	A	+	m6A	142	1	0.148	0.767	104	0.99	0	NA	28	1	0.214	0.783	63	1	0.048	0.633
chr10	120231382	A	+	m6A	147	0.986	0.272	0.717	115	0.983	0.096	0.7	40	0.95	0.275	0.7	61	1	0.23	0.7
chr10	123113478	A	-	m6A	122	0.975	0.246	0.667	52	1	0.019	0.633	47	0.979	0.255	0.767	67	0.97	0.09	0.883
chr10	123113636	A	-	m6A	111	0.991	0.216	0.767	34	0.971	0.147	0.733	31	0.968	0.161	0.733	53	0.981	0	NA
chr10	127022572	A	-	m6A	264	0.981	0.42	0.867	161	0.994	0.081	0.867	101	0.96	0.307	0.8	188	1	0.16	0.75
chr10	127067720	A	-	m6A	128	0.961	0.188	0.733	55	0.982	0.164	0.833	52	0.962	0.288	0.733	78	0.974	0.103	0.683
chr10	127182690	A	-	m6A	71	1	0.07	0.833	43	1	0	NA	39	0.949	0.051	0.783	47	0.979	0.085	0.75
chr10	127182709	A	-	m6A	72	1	0.361	0.767	42	1	0.31	0.833	41	1	0.341	0.75	48	1	0.312	0.833
chr10	127182724	A	-	m6A	62	1	0.371	0.9	37	0.973	0.027	0.9	33	1	0.273	0.767	43	1	0.163	0.833
chr10	127282228	A	-	m6A	78	0.987	0.192	0.733	34	1	0.059	0.65	46	1	0.261	0.867	63	1	0.063	0.783
chr10	127296263	A	-	m6A	680	0.903	0.132	0.867	407	0.907	0.02	0.817	356	0.91	0.157	0.85	347	0.916	0.046	0.767
chr10	127499154	A	+	m6A	48	1	0.062	0.733	25	1	0	NA	26	0.962	0.154	0.867	44	1	0.068	0.833
chr10	127517714	A	-	m6A	296	0.959	0.078	0.833	111	0.982	0	NA	134	0.948	0.06	0.85	214	0.967	0.051	0.767
chr10	128077107	A	+	m6A	397	0.992	0.113	0.8	208	0.995	0.038	0.883	222	0.995	0.14	0.8	234	0.991	0.043	0.767
chr10	128128834	A	+	m6A	117	0.983	0.333	0.8	44	1	0.091	0.817	43	0.953	0.372	0.783	98	0.99	0.122	0.767
chr10	128129068	A	+	m6A	136	1	0.184	0.733	47	1	0.021	1	60	1	0.3	0.9	115	1	0.061	0.867
chr10	128133248	A	-	m6A	149	1	0.087	0.667	100	1	0	NA	74	1	0.081	0.683	134	1	0.045	0.717
chr10	128321094	A	+	m6A	79	0.911	0.076	0.717	27	0.963	0.037	0.767	31	1	0.065	0.833	49	0.918	0.041	0.617
chr10	128361122	A	+	m6A	273	1	0.399	0.833	111	0.982	0.108	0.9	106	0.991	0.396	0.867	132	1	0.182	0.8
chr10	128543900	A	-	m6A	52	1	0.5	0.85	46	1	0.087	0.817	34	1	0.412	0.767	53	1	0.189	0.8
chr10	128543908	A	-	m6A	62	0.968	0.452	0.867	47	0.957	0.213	0.65	35	0.943	0.486	0.867	56	0.982	0.25	0.883
chr10	128548187	A	-	m6A	2983	0.98	0.224	0.833	2251	0.977	0.029	0.767	1548	0.977	0.229	0.8	1771	0.979	0.083	0.8
chr10	128548315	A	-	m6A	2977	0.997	0.119	0.767	2253	0.998	0.024	0.733	1546	0.994	0.17	0.767	1769	0.995	0.055	0.767
chr10	128557887	A	-	m6A	504	0.984	0.187	0.733	295	0.983	0.047	0.683	179	0.989	0.201	0.783	191	0.984	0.12	0.7
chr10	128567706	A	-	m6A	38	1	0.105	0.867	35	1	0.029	0.667	31	1	0.194	0.8	48	1	0.104	0.867
chr10	128567794	A	-	m6A	32	0.969	0.125	0.717	31	1	0.065	0.65	25	0.84	0.16	0.783	41	1	0.122	0.7
chr10	128766281	A	+	m6A	127	0.953	0.315	0.85	61	0.967	0.295	0.817	34	0.971	0.471	0.9	67	0.955	0.328	0.8
chr11	3250151	A	-	m6A	566	0.986	0.138	0.8	344	0.988	0.061	0.833	208	0.981	0.197	0.833	338	0.991	0.053	0.767
chr11	3345661	A	-	m6A	81	1	0.16	0.767	45	1	0.044	0.9	34	1	0.235	0.7	49	0.98	0.061	0.567
chr11	3345753	A	-	m6A	61	1	0.262	0.8	40	1	0.125	0.633	30	0.967	0.3	0.767	47	1	0.149	0.933
chr11	3416075	A	-	m6A	61	0.902	0.131	0.733	64	0.969	0.062	0.683	31	0.968	0.065	0.733	48	0.958	0.125	0.7
chr11	3416190	A	-	m6A	61	0.984	0.344	0.767	63	1	0.143	0.9	29	1	0.241	0.833	44	1	0.159	0.833
chr11	3978939	A	+	m6A	394	0.972	0.223	0.767	195	0.985	0.062	0.633	94	0.989	0.213	0.7	164	0.976	0.11	0.783
chr11	4180458	A	+	m6A	390	0.992	0.246	0.817	136	0.993	0.066	0.867	135	0.978	0.311	0.8	212	0.981	0.094	0.833
chr11	4222329	A	+	m6A	103	1	0.097	0.733	44	1	0.023	0.667	42	1	0.071	0.7	79	1	0.025	0.867
chr11	4222388	A	+	m6A	93	0.957	0.054	0.767	42	1	0	NA	36	0.972	0.056	0.55	71	1	0	NA
chr11	4702032	A	-	m6A	2092	0.994	0.1	0.7	1749	0.991	0.031	0.7	939	0.996	0.099	0.7	1202	0.991	0.042	0.633
chr11	5042207	A	+	m6A	88	0.989	0.375	0.867	38	1	0.132	0.867	39	1	0.359	0.817	37	1	0.351	0.933
chr11	5704532	A	-	m6A	478	0.998	0.391	0.867	424	0.993	0.099	0.85	161	1	0.379	0.833	229	1	0.197	0.767
chr11	5704600	A	-	m6A	427	0.937	0.061	0.75	337	0.967	0.021	0.767	130	0.946	0.062	0.783	209	0.947	0.019	0.583
chr11	5800096	A	+	m6A	131	0.985	0.397	0.733	57	1	0.386	0.867	41	0.976	0.415	0.667	55	0.945	0.236	0.733
chr11	5800113	A	+	m6A	146	0.993	0.082	0.733	69	1	0	NA	48	1	0.125	0.783	62	1	0.016	0.767
chr11	5800313	A	+	m6A	188	0.984	0.25	0.8	112	0.991	0.089	0.8	71	0.986	0.296	0.8	100	1	0.17	0.833
chr11	6259052	A	-	m6A	408	0.966	0.061	0.667	303	0.98	0.013	0.55	127	0.976	0.071	0.733	188	0.984	0.016	0.633
chr11	6259078	A	-	m6A	416	0.993	0.149	0.733	312	0.984	0.067	0.667	138	0.986	0.159	0.733	196	1	0.107	0.7
chr11	6259162	A	-	m6A	364	0.945	0.055	0.667	267	0.981	0.004	0.833	118	0.924	0.051	0.633	161	0.963	0.019	0.767
chr11	6356191	A	+	m6A	180	0.994	0.317	0.8	85	0.988	0.047	0.8	40	1	0.225	0.667	94	0.989	0.223	0.767
chr11	6356536	A	+	m6A	265	0.992	0.106	0.8	196	0.99	0.02	0.7	82	0.976	0.134	0.833	150	1	0.033	0.867
chr11	6405751	A	+	m6A	127	0.984	0.417	0.867	70	1	0.1	0.8	45	0.978	0.467	0.867	56	1	0.232	0.9
chr11	6406058	A	+	m6A	169	0.976	0.077	0.8	111	0.991	0.018	0.733	67	0.985	0.06	0.767	84	1	0.012	0.533
chr11	6419601	A	+	m6A	65	0.985	0.062	0.85	44	0.977	0	NA	38	0.921	0.053	0.867	38	1	0	NA
chr11	6596345	A	+	m6A	80	0.963	0.138	0.667	39	0.949	0.026	0.533	25	0.88	0.24	0.867	56	0.964	0.036	0.733
chr11	6596351	A	+	m6A	80	0.988	0.463	0.833	38	1	0.316	0.633	25	1	0.28	0.8	55	1	0.182	0.883
chr11	6596533	A	+	m6A	78	0.885	0.128	0.75	59	0.932	0.051	0.8	30	0.867	0.167	0.667	59	0.949	0.068	0.633
chr11	6596663	A	+	m6A	100	0.93	0.13	0.7	67	0.955	0.03	0.867	30	1	0.2	0.783	73	0.89	0.068	0.733
chr11	6615766	A	-	m6A	160	0.994	0.094	0.733	104	0.99	0.067	0.633	70	1	0.171	0.75	90	0.989	0.089	0.65
chr11	17940174	A	-	m6A	83	1	0.313	0.683	31	1	0.032	0.767	28	1	0.286	0.75	44	1	0.045	0.65
chr11	20062918	A	-	m6A	229	0.996	0.17	0.8	67	1	0.06	0.833	88	0.989	0.182	0.867	135	1	0.119	0.9
chr11	20062931	A	-	m6A	225	0.96	0.058	0.8	65	0.954	0.015	0.633	80	0.938	0.15	0.867	127	0.929	0.063	0.75
chr11	22899867	A	-	m6A	250	1	0.116	0.7	119	1	0.025	0.633	70	0.986	0.171	0.683	125	1	0.016	0.683
chr11	23003256	A	+	m6A	2588	0.971	0.078	0.8	1524	0.979	0.01	0.717	1161	0.975	0.075	0.767	1252	0.979	0.026	0.7
chr11	29742759	A	+	m6A	809	0.973	0.142	0.733	522	0.985	0.019	0.7	307	0.974	0.163	0.717	468	0.979	0.066	0.633
chr11	32746436	A	+	m6A	115	1	0.435	0.817	63	1	0.032	0.95	34	0.971	0.471	0.783	61	0.984	0.197	0.933
chr11	35838529	A	-	m6A	118	0.966	0.093	0.833	60	0.967	0.033	0.75	59	0.932	0.068	0.633	64	0.984	0.062	0.8
chr11	35838625	A	-	m6A	120	0.992	0.05	0.683	54	1	0.037	0.6	59	0.949	0.085	0.633	68	1	0.015	0.833
chr11	46441377	A	+	m6A	89	1	0.539	0.7	50	1	0.2	0.683	25	1	0.36	0.733	43	1	0.372	0.667
chr11	50200380	A	-	m6A	222	0.968	0.086	0.767	106	1	0	NA	80	0.988	0.113	0.8	135	0.97	0.007	0.9
chr11	50295192	A	-	m6A	245	0.996	0.106	0.767	83	1	0.024	0.7	72	1	0.069	0.7	198	0.995	0.035	0.733
chr11	51623221	A	+	m6A	2060	0.969	0.093	0.667	2121	0.95	0.027	0.667	698	0.973	0.085	0.667	906	0.958	0.057	0.667
chr11	51976890	A	+	m6A	181	0.983	0.343	0.8	86	0.988	0.14	0.867	52	0.981	0.423	0.817	95	1	0.2	0.867
chr11	52122098	A	+	m6A	163	0.994	0.141	0.767	36	1	0.028	0.7	29	1	0.138	0.917	90	0.978	0.067	0.8
chr11	52122256	A	+	m6A	308	0.961	0.519	0.8	101	0.99	0.149	0.833	64	0.922	0.438	0.767	162	0.951	0.321	0.8
chr11	52123010	A	+	m6A	62	1	0.371	0.867	33	1	0.091	0.9	25	1	0.32	0.767	32	1	0.156	0.633
chr11	52123298	A	+	m6A	144	0.965	0.083	0.75	117	0.974	0.034	0.8	74	0.986	0.068	0.933	84	0.964	0.012	0.567
chr11	53260287	A	-	m6A	173	0.994	0.249	0.8	57	0.982	0.07	0.8	35	1	0.314	0.8	58	1	0.121	0.633
chr11	53261622	A	-	m6A	1476	0.967	0.324	0.8	694	0.987	0.097	0.8	457	0.972	0.392	0.8	761	0.972	0.167	0.833
chr11	53332911	A	+	m6A	128	0.961	0.219	0.817	81	1	0.012	0.967	27	1	0.333	0.733	60	1	0.05	0.833
chr11	53428958	A	-	m6A	1368	0.996	0.429	0.867	998	0.997	0.158	0.867	459	0.993	0.512	0.867	628	0.997	0.189	0.867
chr11	54910810	A	-	m6A	101	0.891	0.386	0.867	91	0.868	0.11	0.783	73	0.849	0.288	0.667	98	0.847	0.184	0.833
chr11	54910910	A	-	m6A	134	1	0.067	0.6	110	1	0.036	0.85	99	0.99	0.061	0.717	114	0.982	0.053	0.633
chr11	54911100	A	-	m6A	115	0.957	0.148	0.667	90	0.967	0.033	0.667	80	0.938	0.175	0.883	93	0.946	0.065	0.717
chr11	54911176	A	-	m6A	80	0.975	0.075	0.667	53	0.962	0.094	0.633	59	0.983	0.186	0.633	73	0.986	0.055	0.733
chr11	54979338	A	-	m6A	303	0.99	0.314	0.767	110	1	0.045	0.9	141	1	0.305	0.767	187	0.995	0.144	0.733
chr11	55499942	A	+	m6A	542	0.998	0.066	0.7	220	0.991	0.018	0.833	146	1	0.089	0.667	297	0.993	0.027	0.6
chr11	55499947	A	+	m6A	537	0.994	0.341	0.8	224	0.996	0.156	0.8	145	1	0.359	0.817	293	1	0.253	0.767
chr11	55500257	A	+	m6A	609	0.984	0.512	0.8	220	1	0.255	0.783	157	0.994	0.618	0.8	322	0.991	0.342	0.833
chr11	55500366	A	+	m6A	694	0.987	0.176	0.767	268	1	0.06	0.783	191	0.99	0.225	0.733	381	0.997	0.087	0.7
chr11	55500728	A	+	m6A	540	0.996	0.276	0.733	418	0.998	0.1	0.767	237	0.992	0.257	0.8	322	1	0.165	0.733
chr11	57810170	A	+	m6A	125	0.976	0.384	0.833	79	0.987	0.101	0.75	30	0.967	0.5	0.8	68	0.985	0.235	0.883
chr11	58061562	A	+	m6A	214	0.944	0.103	0.75	110	0.973	0.036	0.7	71	0.901	0.056	0.833	115	0.965	0.052	0.733
chr11	58117653	A	+	m6A	68	1	0.353	0.733	50	1	0.2	0.7	26	1	0.385	0.733	50	1	0.12	0.717
chr11	58117789	A	+	m6A	78	0.987	0.09	0.667	51	1	0.039	0.783	33	1	0.061	0.733	58	1	0.052	0.8
chr11	58118389	A	+	m6A	117	1	0.12	0.717	108	0.981	0.019	0.717	74	0.986	0.135	0.767	99	0.98	0.01	0.633
chr11	58121389	A	-	m6A	196	0.995	0.235	0.7	134	0.993	0.097	0.8	57	0.982	0.211	0.733	96	0.99	0.135	0.6
chr11	58121427	A	-	m6A	176	0.96	0.057	0.617	124	0.935	0.024	0.767	52	0.981	0.096	0.7	88	0.955	0.034	0.6
chr11	58179443	A	+	m6A	124	0.992	0.113	0.883	67	1	0.015	0.8	41	1	0.146	0.683	52	1	0.019	0.933
chr11	59183903	A	-	m6A	348	0.957	0.06	0.8	262	0.962	0.034	0.567	99	0.96	0.091	0.8	150	0.973	0.047	0.767
chr11	59183944	A	-	m6A	363	0.997	0.096	0.7	274	0.993	0.033	0.633	105	0.981	0.162	0.7	157	1	0.032	0.633
chr11	59184071	A	-	m6A	392	1	0.265	0.8	301	1	0.04	0.667	112	0.991	0.277	0.767	167	0.994	0.114	0.733
chr11	59205832	A	+	m6A	316	0.994	0.104	0.667	230	0.991	0	NA	68	0.985	0.118	0.633	151	1	0.026	0.8
chr11	59485637	A	-	m6A	120	0.992	0.083	0.717	107	0.981	0.047	0.733	63	1	0.175	0.733	79	1	0.076	0.617
chr11	59485646	A	-	m6A	127	1	0.299	0.7	108	1	0.241	0.733	65	1	0.262	0.8	79	1	0.215	0.733
chr11	59485782	A	-	m6A	123	0.992	0.114	0.767	103	0.981	0.068	0.833	61	1	0.115	0.967	76	1	0.053	0.883
chr11	60199846	A	-	m6A	87	0.943	0.057	0.667	27	1	0	NA	32	0.969	0.062	0.617	42	0.976	0.024	0.9
chr11	60468322	A	+	m6A	111	0.91	0.144	0.767	46	0.957	0.065	0.733	27	0.889	0.148	0.683	59	0.966	0	NA
chr11	60555567	A	+	m6A	79	1	0.051	0.767	37	1	0.054	0.883	25	1	0.08	0.917	42	1	0.024	0.633
chr11	60558333	A	+	m6A	49	1	0.245	0.7	36	1	0.111	0.85	31	0.968	0.29	0.9	49	1	0.102	0.967
chr11	60713907	A	+	m6A	91	0.989	0.286	0.733	46	0.957	0.087	0.65	36	0.917	0.361	0.867	57	1	0.158	0.833
chr11	60713987	A	+	m6A	103	0.99	0.165	0.733	53	0.981	0.094	0.667	41	1	0.293	0.767	62	1	0.113	0.667
chr11	60788980	A	-	m6A	256	0.988	0.27	0.767	68	0.985	0.162	0.767	79	0.987	0.354	0.733	110	1	0.273	0.733
chr11	60789061	A	-	m6A	243	0.905	0.103	0.733	64	0.906	0.016	0.933	72	0.944	0.125	0.667	106	0.868	0.085	0.7
chr11	60789100	A	-	m6A	259	0.954	0.05	0.867	66	0.955	0.015	0.867	78	0.949	0.09	0.833	112	0.946	0.045	0.733
chr11	60857817	A	+	m6A	141	1	0.106	0.633	107	1	0.028	0.567	51	1	0.059	0.633	61	1	0	NA
chr11	60864787	A	-	m6A	153	0.98	0.399	0.833	73	0.973	0.288	0.733	39	1	0.359	0.85	86	0.988	0.407	0.767
chr11	60864904	A	-	m6A	100	1	0.52	0.75	36	1	0.556	0.767	26	1	0.692	0.817	56	0.982	0.536	0.7
chr11	60903256	A	-	m6A	66	0.924	0.091	0.733	51	0.98	0	NA	31	0.968	0.194	0.7	47	0.936	0.021	0.933
chr11	60952577	A	+	m6A	165	0.952	0.139	0.767	83	0.976	0.06	0.667	53	0.962	0.283	0.833	75	0.987	0.053	0.717
chr11	62267474	A	-	m6A	95	0.989	0.158	0.9	55	1	0.036	0.817	26	1	0.154	0.683	49	1	0	NA
chr11	65001246	A	+	m6A	119	1	0.504	0.833	61	1	0.246	0.9	29	1	0.552	0.833	52	1	0.385	0.75
chr11	65001571	A	+	m6A	166	0.988	0.398	0.867	105	0.981	0.314	0.833	49	1	0.429	0.9	71	1	0.338	0.867
chr11	68816355	A	+	m6A	128	0.984	0.133	0.633	78	1	0.038	0.867	43	0.977	0.07	0.833	53	0.981	0.075	0.717
chr11	68904523	A	+	m6A	949	0.987	0.075	0.767	746	0.993	0.017	0.8	394	0.985	0.094	0.767	548	0.996	0.026	0.733
chr11	68972590	A	-	m6A	270	0.978	0.104	0.8	206	0.981	0.034	0.7	82	0.951	0.11	0.733	106	0.981	0.057	0.667
chr11	69036465	A	+	m6A	175	0.989	0.183	0.833	81	0.988	0	NA	69	1	0.101	0.933	118	1	0.093	0.767
chr11	69561771	A	-	m6A	98	0.99	0.051	0.867	88	0.989	0.023	0.75	34	1	0.118	0.617	56	0.982	0.054	0.567
chr11	69734220	A	-	m6A	776	0.992	0.295	0.8	484	0.996	0.091	0.833	396	0.995	0.295	0.833	562	0.991	0.119	0.833
chr11	69839450	A	+	m6A	473	0.998	0.057	0.733	242	1	0.021	0.633	168	1	0.071	0.65	222	1	0.014	0.533
chr11	69917256	A	-	m6A	1355	0.999	0.118	0.867	229	0.996	0.026	0.833	243	0.996	0.115	0.8	621	0.997	0.063	0.8
chr11	69990202	A	+	m6A	86	0.953	0.116	0.7	39	1	0.026	0.633	25	0.92	0.12	0.8	54	1	0.037	0.733
chr11	69990315	A	+	m6A	110	0.982	0.2	0.85	54	0.981	0.074	0.75	38	1	0.211	0.783	63	1	0.079	0.933
chr11	69999614	A	+	m6A	202	0.906	0.317	0.733	103	0.961	0.262	0.8	68	0.868	0.25	0.667	121	0.942	0.215	0.733
chr11	70235248	A	-	m6A	276	0.989	0.091	0.633	203	0.995	0.025	0.667	75	1	0.133	0.733	136	0.978	0.044	0.65
chr11	70235338	A	-	m6A	279	0.978	0.086	0.767	195	0.974	0.01	0.783	81	0.975	0.086	0.7	138	0.978	0.014	0.8
chr11	70235351	A	-	m6A	287	0.997	0.167	0.883	207	1	0.019	0.867	83	0.988	0.193	0.883	142	0.993	0.085	0.767
chr11	70238243	A	-	m6A	333	0.976	0.144	0.85	301	0.98	0.027	0.75	142	0.979	0.148	0.8	205	0.99	0.054	0.833
chr11	70238283	A	-	m6A	337	0.991	0.178	0.767	303	1	0.033	0.8	145	0.993	0.124	0.683	210	0.981	0.038	0.767
chr11	70393989	A	-	m6A	557	0.986	0.54	0.833	491	0.971	0.287	0.833	235	0.983	0.596	0.833	298	0.993	0.409	0.867
chr11	70394081	A	-	m6A	410	0.993	0.154	0.667	295	0.983	0.068	0.717	164	0.994	0.122	0.75	227	0.978	0.097	0.733
chr11	70440291	A	+	m6A	150	0.993	0.08	0.767	72	0.972	0.028	0.783	49	1	0.061	0.767	60	1	0	NA
chr11	70440603	A	+	m6A	164	0.988	0.207	0.767	106	0.981	0.075	0.733	64	0.984	0.141	0.633	59	1	0.102	0.633
chr11	70644349	A	-	m6A	209	0.928	0.301	0.8	119	0.983	0.134	0.8	68	0.926	0.324	0.867	122	0.926	0.254	0.8
chr11	70654401	A	-	m6A	1015	0.985	0.052	0.767	175	0.989	0.017	0.8	177	0.994	0.085	0.833	400	0.975	0.033	0.767
chr11	70977874	A	-	m6A	608	0.99	0.242	0.867	189	1	0.074	0.867	132	1	0.288	0.9	307	1	0.14	0.9
chr11	70978085	A	-	m6A	602	0.977	0.618	0.867	186	0.984	0.199	0.8	134	0.97	0.642	0.833	313	0.99	0.409	0.833
chr11	72209503	A	+	m6A	494	0.986	0.287	0.833	315	0.994	0.079	0.8	143	0.979	0.378	0.833	217	1	0.147	0.75
chr11	72451505	A	+	m6A	1239	0.996	0.508	0.867	742	0.984	0.162	0.833	378	0.989	0.519	0.867	688	0.99	0.253	0.833
chr11	73135599	A	-	m6A	78	1	0.218	0.767	28	1	0.107	0.6	25	1	0.2	0.767	37	1	0.162	0.7
chr11	73175658	A	-	m6A	85	1	0.106	0.833	69	1	0	NA	29	1	0.172	0.733	50	1	0.02	0.667
chr11	73176403	A	-	m6A	171	0.965	0.386	0.8	147	0.98	0.075	0.867	48	1	0.417	0.883	101	0.95	0.178	0.867
chr11	74670722	A	+	m6A	237	0.954	0.055	0.7	151	0.974	0.013	0.733	98	0.949	0.061	0.767	127	0.976	0.024	0.767
chr11	75177886	A	-	m6A	128	1	0.117	0.733	120	0.992	0.042	0.7	47	1	0.128	0.867	78	1	0.051	0.717
chr11	75177910	A	-	m6A	127	0.945	0.134	0.8	114	0.947	0.035	0.7	44	0.955	0.159	0.8	74	0.973	0.095	0.933
chr11	75764960	A	+	m6A	529	0.96	0.314	0.867	94	0.989	0.128	0.8	124	0.952	0.323	0.833	343	0.974	0.204	0.867
chr11	76046418	A	-	m6A	80	0.963	0.263	0.767	44	0.955	0.114	0.7	26	0.962	0.346	0.767	45	0.978	0.2	0.7
chr11	76210894	A	-	m6A	171	1	0.468	0.767	65	0.969	0.246	0.833	34	1	0.529	0.833	67	0.985	0.343	0.767
chr11	76258034	A	-	m6A	321	0.984	0.078	0.867	283	0.982	0.025	0.8	185	0.984	0.097	0.783	194	0.979	0.031	0.8
chr11	76258318	A	-	m6A	256	0.969	0.078	0.717	147	0.946	0.007	0.9	96	0.979	0.083	0.783	138	0.964	0.043	0.65
chr11	76258497	A	-	m6A	138	0.971	0.428	0.8	60	0.967	0.417	0.867	39	1	0.385	0.867	89	1	0.348	0.667
chr11	76414198	A	+	m6A	106	0.981	0.443	0.767	54	1	0.167	0.767	34	0.941	0.441	0.733	46	0.978	0.217	0.717
chr11	76414390	A	+	m6A	126	0.992	0.405	0.767	70	0.986	0.286	0.8	40	0.975	0.4	0.867	58	0.966	0.259	0.767
chr11	76986636	A	+	m6A	111	0.982	0.261	0.833	45	1	0.067	0.967	42	0.952	0.143	0.8	75	1	0.107	0.75
chr11	76986697	A	+	m6A	113	0.965	0.283	0.817	44	1	0.045	0.933	40	0.975	0.275	0.8	76	0.987	0.105	0.783
chr11	76986745	A	+	m6A	135	1	0.178	0.767	63	1	0.016	0.767	50	1	0.1	0.7	91	0.989	0.077	0.833
chr11	78159623	A	-	m6A	124	0.984	0.484	0.833	81	1	0.148	0.933	44	0.977	0.614	0.833	81	0.975	0.37	0.833
chr11	78207149	A	-	m6A	209	0.981	0.254	0.767	164	1	0.091	0.833	96	0.979	0.365	0.8	142	0.986	0.12	0.833
